ID,Battle ID,Battle Type,Battle Type ID,Battle Name,Game platform,Missions,Release date,Last updated,Creator(s),Average rating,Reviews,Bug reports,Times completed,Patches used,Patch IDs,Battle URL,Download Link,Folder Location,Filename,Path
1272,XvT-TC 120,XvT-TC,120,Wing X - Thunder,X-Wing vs. TIE Fighter,4,3/19/2006,2/22/2009,LT Kate Flyer,3.8,6,4,48,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1272&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC120.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC120,Thunder3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC120\Thunder3.tie
1272,XvT-TC 120,XvT-TC,120,Wing X - Thunder,X-Wing vs. TIE Fighter,4,3/19/2006,2/22/2009,LT Kate Flyer,3.8,6,4,48,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1272&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC120.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC120,Thunder4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC120\Thunder4.tie
1273,XvT-F 209,XvT-F,209,Cyclone Squadron Chronicles - Kate's Promotional Party,X-Wing vs. TIE Fighter,1,3/19/2006,2/22/2009,FA Marcin Szydlowski,1.2,6,0,15,EH Ship Patch for XvT | Tactical Gunboat | TIE Praetor,8|90|103,https://tc.emperorshammer.org/download.php?id=1273&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF209.zip,C:\Users\kevin\Documents\Projects\EH\XvTF209,mission1.tie,C:\Users\kevin\Documents\Projects\EH\XvTF209\mission1.tie
1274,XvT-F 210,XvT-F,210,Cyclone Squadron Chronicles - Shrike's Strike,X-Wing vs. TIE Fighter,1,3/19/2006,2/22/2009,FA Marcin Szydlowski,2.8,5,1,20,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1274&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/free/XvTF210.zip,C:\Users\kevin\Documents\Projects\EH\XvTF210,mission1.tie,C:\Users\kevin\Documents\Projects\EH\XvTF210\mission1.tie
1275,XWA-F 133,XWA-F,133,Dream Sequence,X-Wing Alliance,1,3/19/2006,7/2/2008,GN Master,4.8,4,0,62,None,,https://tc.emperorshammer.org/download.php?id=1275&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF133.zip,C:\Users\kevin\Documents\Projects\EH\XWAF133,1B8M1Dream.tie,C:\Users\kevin\Documents\Projects\EH\XWAF133\1B8M1Dream.tie
1276,XWA-F 134,XWA-F,134,Special Delivery,X-Wing Alliance,1,3/19/2006,8/23/2008,MAJ Prinz von Hoffman,4.3,3,1,32,None,,https://tc.emperorshammer.org/download.php?id=1276&type=info,https://tc.emperorshammer.org/downloads/battles/XWA/free/XWAF134.zip,C:\Users\kevin\Documents\Projects\EH\XWAF134,1B8M1SD.tie,C:\Users\kevin\Documents\Projects\EH\XWAF134\1B8M1SD.tie
1277,XvT-TC 121,XvT-TC,121,Mystery in Space - Part 1,X-Wing vs. TIE Fighter,4,4/1/2006,2/22/2009,LC Big Poppa K,2.9,14,0,75,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1277&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC121.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC121,bpk1.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC121\bpk1.tie
1277,XvT-TC 121,XvT-TC,121,Mystery in Space - Part 1,X-Wing vs. TIE Fighter,4,4/1/2006,2/22/2009,LC Big Poppa K,2.9,14,0,75,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1277&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC121.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC121,bpk2.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC121\bpk2.tie
1277,XvT-TC 121,XvT-TC,121,Mystery in Space - Part 1,X-Wing vs. TIE Fighter,4,4/1/2006,2/22/2009,LC Big Poppa K,2.9,14,0,75,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1277&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC121.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC121,bpk3.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC121\bpk3.tie
1277,XvT-TC 121,XvT-TC,121,Mystery in Space - Part 1,X-Wing vs. TIE Fighter,4,4/1/2006,2/22/2009,LC Big Poppa K,2.9,14,0,75,EH Ship Patch for XvT,8,https://tc.emperorshammer.org/download.php?id=1277&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC121.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC121,bpk4.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC121\bpk4.tie
1278,TIE-F 261,TIE-F,261,Hot Inport Nights,TIE Fighter,1,4/2/2006,4/2/2006,MAJ Da'emon Narshay,2.7,3,0,48,None,,https://tc.emperorshammer.org/download.php?id=1278&type=info,https://tc.emperorshammer.org/downloads/battles/TIE/free/TIEF261.zip,C:\Users\kevin\Documents\Projects\EH\TIEF261,HIN.TIE,C:\Users\kevin\Documents\Projects\EH\TIEF261\HIN.TIE
1279,XvT-TC 122,XvT-TC,122,Praetorian Elite IV,X-Wing vs. TIE Fighter,5,4/8/2006,2/22/2009,GN Ric Hunter,3.4,13,5,56,EH Ship Patch for XvT | TIE Praetor,8|103,https://tc.emperorshammer.org/download.php?id=1279&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC122.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC122,prae41.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC122\prae41.tie
1279,XvT-TC 122,XvT-TC,122,Praetorian Elite IV,X-Wing vs. TIE Fighter,5,4/8/2006,2/22/2009,GN Ric Hunter,3.4,13,5,56,EH Ship Patch for XvT | TIE Praetor,8|103,https://tc.emperorshammer.org/download.php?id=1279&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC122.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC122,prae42.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC122\prae42.tie
1279,XvT-TC 122,XvT-TC,122,Praetorian Elite IV,X-Wing vs. TIE Fighter,5,4/8/2006,2/22/2009,GN Ric Hunter,3.4,13,5,56,EH Ship Patch for XvT | TIE Praetor,8|103,https://tc.emperorshammer.org/download.php?id=1279&type=info,https://tc.emperorshammer.org/downloads/battles/XvT/TC/XvTTC122.zip,C:\Users\kevin\Documents\Projects\EH\XvTTC122,prae43.tie,C:\Users\kevin\Documents\Projects\EH\XvTTC122\prae43.tie
